Prompt,Link,Reasoning,Answer
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB the scale of humanity is awe inducing and nauseating. it's a wonder that we can organize ourselves at all. I'm grateful for the emergent equilibrium
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/yacineMTB/status/1748175189928550848#m,"This tweet does not align with your interests and preferences. It discusses the scale of humanity and its organization, which falls under the category of culture and possibly philosophy. It does not provide any startup advice or technical/architectural changes in a startup. Additionally, the tweet seems to be more focused on expressing personal thoughts and emotions rather than providing informative content. Therefore, it is recommended that you do not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB 😩
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/yacineMTB/status/1748136496589136003#m,"Based on your criteria, the tweet ""User: yacineMTB 😩"" does not provide any relevant information related to startup advice or technical/architectural changes in your startup. It appears to be a personal expression of frustration or disappointment, which does not align with your interests. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB FAIR's mission is to develop the science and technology for human-level AI assistants: machines that understand the world, can perceive, remember, reason, plan, and act.

In the not-to-distant future, all of our interactions with the digital world will be mediated by AI assistants through our smart glasses and other devices.
We need these systems to have human-level intelligence if they are to understand the world, people, and tools, so as to help us in our daily lives.

To accelerate progress, FAIR is now a sister organization of GenAI, the AI product division.
Simultaneously, Meta is building a massive computing infrastructure to support AI research, development, and production.

Of course, we are committed to open research and open source AI platforms (yes, Llama-3 is coming!)
FAIR is quite simply the best place in the world to advance AI research to the next level, and Meta is the best place in the world to get it in the hands of billions of people.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/ylecun/status/1748071754117886087#m,"Based on your criteria, here is an analysis of the tweet:

- The tweet discusses the mission of FAIR, which is to develop human-level AI assistants that understand the world, perceive, remember, reason, plan, and act.
- It mentions that in the future, our interactions with the digital world will be mediated by AI assistants through smart glasses and other devices.
- It talks about the need for AI systems to have human-level intelligence to understand the world, people, and tools, and help us in our daily lives.
- It mentions that FAIR is now a sister organization of GenAI, the AI product division, and Meta is building a massive computing infrastructure to support AI research, development, and production.
- It emphasizes the commitment to open research and open source AI platforms.

Based on your interests in startup advice and technical or architectural changes in startups, this tweet seems relevant to your current work. It discusses advancements in AI research and development, which could potentially be valuable for your work. Additionally, it aligns with your preference for content that is not intended to catch your attention or based on trends.

Yes",yes
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB Whisper turbo transcribes on mobile android with webGPU pretty quickly. Watch out for the LLMs coming soon.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/AdjectiveAlli/status/1748114445702689264#m,"This tweet seems to contain technical information related to mobile Android development and webGPU. It mentions the ability to transcribe quickly and hints at the upcoming release of LLMs. Based on your interests in technical and architectural changes in startups, this tweet may be relevant to you. However, it is important to note that the tweet does not provide much context or explanation, so it might be worth further investigation to determine its relevance to your specific work.",yes
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB i made up this tweet but STILL HES BACK
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/yacineMTB/status/1748116927556288874#m,"This tweet does not align with your interests and preferences. It appears to be unrelated to startup advice or technical/architectural changes in a startup. Additionally, the content seems to be focused on drama or catching attention rather than providing valuable information. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB Thank@_akhaliqfor sharing. Super excited to present SceneVerse!  The first million-scale 3D vision-language dataset with 67,000 3D scenes 🔥🔥🔥
SceneVerse signatures a new era for 3D indoor scene understanding where it becomes possible to explore large 3d vision models, VL models, reconstruction models, and 3d representations at scale
We are looking forward to more exciting results and progress on SceneVerse! Check out the project page at:scene-verse.github.io/
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/siyuanhuang95/status/1747871826661998846#m,"This tweet seems to be relevant to your interest in technical or architectural changes in startups. It discusses the launch of a new project called SceneVerse, which is a million-scale 3D vision-language dataset for 3D indoor scene understanding. It mentions exploring large 3D vision models, VL models, reconstruction models, and 3D representations at scale. The tweet also provides a link to the project page for further information. 

Based on your criteria, this tweet should be recommended to you.",yes
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB Added the ray collision normal. This is the line that's perpendicular to the face where the ray intersects the cube.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/SethBling/status/1748099935562858992#m,"Based on your interests and preferences, the tweet you provided seems relevant to your current work. It mentions a technical or architectural change in a startup, specifically the addition of a ray collision normal. This information aligns with your interest in technical aspects and could potentially provide valuable insights or ideas for your own work. Therefore, you should see this tweet.",yes
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB THIS IS NOT A DRILL
SETHBLING HAS SOLD ALL HIS MICROSOFT STOCK AND IS BACK TO DOING DUMB SHIT ON YOUTUBE FULL TIME
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/yacineMTB/status/1748113179303903511#m,"This tweet does not align with your interests and preferences. It contains information about a YouTuber's personal decision to sell their Microsoft stock and return to creating content on YouTube. It does not provide any startup advice or technical/architectural changes relevant to your work. Additionally, the use of phrases like ""THIS IS NOT A DRILL"" and ""DOING DUMB SHIT"" indicate that the content is likely sensationalized and intended to catch attention rather than provide valuable information. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB HE'S BACK
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/yacineMTB/status/1748112977595637936#m,"This tweet does not provide any relevant information or content related to startup advice or technical/architectural changes in your startup. It seems to be a vague statement about someone being back, without any context or relevance to your interests. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB Meanwhile on threads
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/yupiop12/status/1747871307616965061#m,"Based on your criteria, let's analyze the tweet:

Tweet: ""User: yacineMTB Meanwhile on threads""

This tweet does not provide any information about startup advice or technical/architectural changes in a startup. It seems to be a vague statement without any context or content that would be relevant to your interests. Additionally, the tweet does not seem to be related to politics, culture, drama, news, or any other topic you mentioned not being interested in. However, it is difficult to determine if the tweet is intended to catch your attention or if it is a trend without more context. 

Considering the limited information available, it is best to err on the side of caution and not show this tweet to you. It does not seem to align with your interests or criteria for relevant content.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB oh gm btw
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/deepfates/status/1748104755703070913#m,"This tweet does not provide any relevant information or content related to startup advice or technical/architectural changes in your startup. It appears to be a casual greeting with no substance or relevance to your interests. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- Startup advice
- Technical or architectural changes in his startup

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- Content made to catch my attention
    - If it's intended to make me click I don't want to.
- Trends or things that won't matter to me in the long run

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: yacineMTB Huge 🙏 to@yacineMTBfor enabling the post image
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/vboykis/status/1748050660803625297#m,"This tweet does not seem to be relevant to your interests. It appears to be a shoutout or thank you message to another user for enabling the post image feature. It does not provide any startup advice or technical/architectural changes in a startup. Additionally, the content does not seem to be intended to catch your attention or provide any long-term value. Therefore, it is recommended that you do not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick We made a free five-part YouTube series on Practical AI for Teachers & Students (it might be useful for others, too). All 5 videos👉vids.rawbit.ninja/playlist?list=PL…Here is our paper on assigning AI to students:papers.ssrn.com/sol3/papers.…And for helping teachers:papers.ssrn.com/sol3/papers.…
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1687499433007517696#m,"This tweet does not align with your interests and criteria. It is focused on practical AI for teachers and students, which is not directly relevant to your current work. Additionally, the tweet includes links to papers, which suggests that it may contain technical research that you are not interested in. Lastly, the tweet does not mention any breakthroughs, applications, or startup launches that are related to your interests. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick I suppose some of the ""AI is hype"" arguments refer to whether or not AGI is possible, but we don't need AGI for large-scale changes to the nature of work and education. GPT-4 would be enough (and it isn't the end of LLM development).

We should focus more on those implications.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1748365869573386585#m,"This tweet is discussing the implications of AI on work and education, specifically mentioning GPT-4 and the ongoing development of large language models (LLMs). While it touches on the broader topic of AI, it does not directly relate to any of the specific interests you mentioned, such as AI x Biology/Healthcare, multimodal transformer models, new interfaces, startup launches, or breakthroughs related to your projects. Additionally, it does not fall into any of the categories you mentioned as not being interested in, such as politics, culture, drama, news, AI safety, or technical research that is not directly applicable to your work. However, it is important to note that this tweet may still be a potential nerd-snipe as it discusses AI and its implications, which could distract you from your work. Therefore, it is recommended to shield you from seeing this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick This is yet another thing the ""AI is just hype"" arguments don't engage with enough.

Actual AI adoption by professionals across multiple industries is very rapid as workers find it useful. Studies of AI consistently show big performance gains. And people don't want to give it up.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1748365078213149015#m,"This tweet does not align with your interests and preferences. It discusses the adoption and usefulness of AI in various industries, which falls under the category of news and potentially politics. It does not provide any specific information or breakthroughs related to AI in biology/healthcare, multimodal transformer models, LLM interfaces, startup launches, or projects in your backlog. Additionally, it does not offer any actionable insights or direct relevance to your current work. Therefore, it is recommended that you do not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick The thing pushing AI adoption is that it is, for many people, both obviously useful and does work they hate to do. That makes the incentives for personal adoption very high.

So folks worry publicly about ethics or privacy concerns, but they won't go back to a world without AI.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1748358541956583752#m,"This tweet does not align with your interests. It discusses the adoption of AI and people's attitudes towards it, which falls under the category of culture and does not directly relate to your current work or projects. Additionally, it does not provide any actionable information or insights that would be useful to you. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick Very quickly, and remarkably quietly, the game industry has widely embraced generative AI.

First, Steam allowed AI in games, and now this from the latest GDC survey: 64% of companies either use AI or want to, despite many publicly worrying about ethics.gdconf.com/news/gdc-2024-sta…
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1748357234977821080#m,"This tweet seems to discuss the adoption of generative AI in the game industry. While it may be interesting to some, it does not directly align with the user's interests in AI x Biology/Healthcare, multimodal transformer models, LLM interfaces, startup launches, or breakthroughs related to their projects. Additionally, the tweet mentions ethics, which may indicate a potential discussion on AI safety, which the user is not interested in. Therefore, the user should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick More and more evidence that “running out of human-made training data” is not going to be the thing that stops LLM development.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1748233682349908001#m,"This tweet does not align with your interests. It discusses the availability of human-made training data for LLM development, which is not directly related to any of the topics you are interested in. Additionally, it does not provide any actionable information or breakthroughs that are relevant to your current work. Therefore, you should not see this tweet.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick Giving good product recommendations based on past purchases is a problem that big companies spent a lot of money (and gathered a lot of data) to solve.

GPT-4 just sort of does it out of the box: ""Here's a picture of stuff I have, give me suggestions about what else I might like""
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1748212797790474525#m,"This tweet seems to discuss the capabilities of GPT-4 in providing product recommendations based on past purchases. While it does touch on the topic of AI and its applications, it does not directly align with your specific interests in AI x Biology/Healthcare, multimodal transformer models, LLM interfaces, startup launches, or breakthroughs related to your projects. Additionally, it does not fall into the category of politics, culture, drama, news, AI safety, or diffusion models, which you are not interested in. However, it is important to note that this tweet might be a potential nerd-snipe as it discusses an interesting application of AI.",no
"I'm on twitter to see ideas that are relevant to my current work. I don't want to be nerd-sniped by things that aren't relevant though. Judge on the content rather than the presentation of these.

These are some of the things that I'm interested in:
- AI x Biology/Healthcare 
- Applications of multimodal transformer models and improvements to them
    - ex. LLM agent that uses vision to perform tasks on web browsers through screenshots
- Using LLMs to create new interfaces
    - ex. turning text into a graph or flow chart
- Startup launches
    - ex. Anything in tech and if they have funding
- Breakthroughs that are related to projects in my backlogs
    - AI text games combined with spaced repetition like Zork
    - Generating out-of-distribution ideas with LLMs
    - Music Generation

I'm NOT interested in:
- Politics, culture, drama, news
    - Basically, things that I have no control over and won't help me
- AI Safety, Diffusion models
- Research that is too technical and not DIRECTLY useable to my current work
    - ex. novel loss functions, pre-training hacks, large-scale training
    - there is a lot of research coming out and most of it isn't useable or relevant to the work I'm doing
- Time sinks that take me away from my work
    - I get nerd-sniped often, and it's one of the biggest things I need help with. If something doesn't fit the interested criteria, please shield me from getting nerd-sniped.

I want you to look at the following tweet and reason whether or not I should see it. Be very critical and sure if you decide to reccomend something to the user. They don't have time to waste.

Tweet
```
User: emollick I am especially concerned about the divide between humanities classes (which have more discussion of critical & ethical issues) and comp sci (which focuses on technical issues), when the neat thing about LLMs is they are useful for all sorts of students & requires broad training.
```

IMPORTANT: After you think about the tweet concisely, end with an '###' THEN a 'Yes' or 'No' ONLY
",/emollick/status/1748202366615036391#m,"This tweet seems to discuss the divide between humanities classes and computer science in relation to LLMs (Language Model Models). While it mentions the usefulness of LLMs for all sorts of students and the need for broad training, it does not directly relate to any of the user's specific interests or projects. Additionally, it touches on a topic that the user explicitly mentioned they are not interested in, which is the divide between different fields of study. Therefore, the user should not see this tweet.",no
